model,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
CatBoost_native,0.760875,0.6894220666421786,0.6716636884379285,0.6799504218421768,0.7563164029181567,0.760875,0.7581663585216475
HistGradientBoosting,0.7605625,0.6853086294716476,0.6675577096012383,0.6756466657363123,0.752782714683434,0.7605625,0.7560293757005689
LightGBM_multiclass,0.7604375,0.6869262958193069,0.6687528555966284,0.6771590550742272,0.7535908222289964,0.7604375,0.756454120267816
ExtraTrees_balanced,0.74225,0.6789778615347917,0.6889805521738479,0.6815633009769173,0.7657048916174656,0.74225,0.751316877822244
RandomForest_balanced,0.7411875,0.6769419932129708,0.6871933022607574,0.679816986486242,0.7638415909152577,0.7411875,0.7500324141143595
DecisionTree_depthNone_leaf100,0.7255625,0.665508749723107,0.6790524511383499,0.6685658074614349,0.7576574994704793,0.7255625,0.7373557296126336
DecisionTree_depth8_leaf30,0.7100625,0.6553547149263927,0.6693015567209899,0.6569812344484806,0.7522977278672496,0.7100625,0.7248005070808867
DecisionTree_depth4_leaf20,0.6614375,0.6029700683262073,0.5461320150659335,0.5325260456305176,0.6594164279547191,0.6614375,0.6322714559995097
Dummy_most_frequent,0.542,0.1355,0.25,0.17574578469520102,0.293764,0.542,0.38101686121919587
